Review,Rating
"good location problems hotel good location close train station darling harbour china town paddys market etc.although staff rude not friendly 	deactivated card room caused lift not work 	stuck lift daughter scared shaking did n't apology 	tried charge extra booking hotel room 	 ",2
"trip twilight zone friend stayed sterling hotel dallas birthday march 2004. hotel not close room assigned floor rennovations 	loud hammering woke dawn morning 	awoken times early morning phone calls asking did not know 	key issued person not listed registration tried enter room sleeping 	lights beds did not work air conditioning went suddenly lights mysteriously come 	calling maintenance man repair air conditioning ruined 10.00 movie paid 	n't unusual went floor night club bar birthday drinks little did know world entering 	little informed thought average hotel lounge frequented couples seeking couples 	make extremely uncomfortable situation common traveler 	totally mind warping experience twilight zone 	 ",2
"n't stay hotel renovated spent money quaility beds marble granite lobby 	n't sleep lobby 	beds terrible air unit sound like hitting drum kept awake 	looks like renovated concerned aesthetics not important like central h/a quality beds 	lobby 4 star hotel rooms not 2 1/2 star 	 ",2
"not o.k 	continental stayed convention 	hotel overall o.k 	continental 	needing upgrading rooms 	parking major problem convention 	did n't room early park parking garage pay 5.00 time 	let r.v 	multiple spaces parking lot not inconsiderate fellow hotel stayers relation limited free parking available 	validate parking patrons n't 	monte carlo restaurant o.k 	overpriced food service receive 	hotel deceiving not appears getting little age outdated ways 	elevators slow inconsistent 	stay not dollar price try 	staff overall helpful courteous helped small refrigerator room no charge 	wanted charge 	not 	wonderful toll road addison hotel intercontinental 	got coming going 	 ",2
"extra fees room nice quiet extra fees high 	parking runs 22 day 1.23 tax 	room 109 taxes parking 149.50 night 	 ",2
"bring lunesta 	okay not great 	okay- hate debbie downer location gets high rating airplanes flying 15 minutes 	chose location specifically based tripadvisor reviews 	all- member reviewer 	surely not person stay location unable tune aircraft landing addison airport midnight 	room outside wall north side.yes hotel fairly safe area dallas things trust review for- mainly noise wall construction 	asked room like la quinta personnel forced listen ol saving room room different price range 	blew went room thinking surely planes stop sooner later 	yeah right 	plane heard 12:30 a.m. think finally fell asleep exhaustion- ha 	handle buzzing planes read 	things noticed 	extra door latch loose 	screw way 	extra protection working card key 	1.5 inch gap doors 	guessed 	noise no door sweeps 	walking corridor shared conversation 	finally bath towel space god forbid need emergency 	tv quality just okay fuzzy blurry cable suppose sets looked old 	probably worst surprise la quinta stayed quite cleanliness bathroom 	tub pretty din-gey say 	just plain old dirty like shower stall athletic club 	yes- took pictures post anybody really wants 	air vent bathroom just filthy dirty dust collected 	looked like n't cleaned hotel opened probably 	uh cleaned.so worth 2 stars 	breakfast course 	location good 	look maybe just got bad room- especially given glowing reviews 	ignore airplane noise 	girl desk said- sound not bad second floor 	ha ha 	yeah like believe 	oh 	n't like planes guess- unless flying 	mind considering la quinta 	oh- thing 	ceo nice invite survey email sent- marketing machine sent- checked day early 	bad survey link open web page supposed respond 	just read review here.i used love la quinta 	returns member early 90s 	loved little cassette tapes used send stories humor 	nothing stays suppose 	maybe real lesson 2 3 hotels mind- hang lobby room 15 minutes- long identify going annoyances like aircraft forgetful folks trying force way room- yes happened location 	ha ha.pretty hotel 	average satisfaction 	 ",2
"definitely old hotel rooms clean well-decorated bed comfortable 	positive experience ends 	begin days experienced truly warm shower minutes running water began approach lukewarm best staff explanation sheep-faced uh sorry boilers old 	make matters worse no insulation walls not particularly light sleeper heard n't sleep bathroom activity neighboring adjoining rooms sounded water guests running running room 	encountered toilet loud flush 	finally inexplicably tv feet away bed right angle no way comfortably watch tv bed like traveling business 	certainly hotel coasting historic status location recommend avoiding particularly taking account price not cheap 	 ",2
"skip hotel park plaza beautiful hotel town conference days 	conference rooms spacious groomed 	tech staff outstanding bell staff great 	good tried month add day reservation finally day traveled told room concierge level 400 night choices went forward 	room tiny hardly worth double paid regular room remainder stay 	addition hotel appeared number rooms colleagues changed rooms day 	moved regular room day 2 huge nicer 400 room 	2 bathrooms strange great 	concierge staff n't helpful regularly gave wrong incorrect information friends 	asked concierge italian restaurant casual served stuff like brick oven pizza 	provided reservation nice fancy italian restaurant exactly did n't want 	service hotel cafe wretchedly awful ignored wait staff nearly 30 minutes 	finally simply salad bar got beverage simply awful 	asked waiters question grunted walked away 	scary alarm middle night worse chinese alarm poorly run hotel staff heard saying happens month so.for 200 plus spent night spending additional 11 internet makes crazy 	maids knocked door morning 9am not disturb sign did n't room 	temperature controls room nice did n't work skip hotel not worth 	 ",2
"rude inept beautiful hotel amenities 	booked 2 months advance 	got long time reservation 	said 1st night o.k 	3 days 	not 	try help not guarantee 	room 100 quoted getting mgr 	involved a.m. no p.m. make decision adjustment 	left day 	boston nice picturesque nightmare navigate 	stayed new 7 mos 	old renissance great 	120 cheaper 	nicer amenities incl.37 lcd/h.d 	t.v 	great new health facility outstanding customer service 	highly recommend 	 ",2
"wilson noisy hotel 5th floor clean windows 2am not good flight catch consiege think perfectly reasonable 	not recommend hotel 	 ",2
"old world charm stayed fairmont location excellent street copley plaza steps away prudential center newbury street 	dinner oak room nice oak bar gorgeous.the check-in staff friendly helpful 	liked room glance charming old world bb style 	went bathroom hair tub sink tub needed reglazed 	called desk advise hairy discovery apologized offered clean bathroom noticed hair ledge desk started wonder things 	agreed new room helpful porter gary 	arrived new room inspected embarassingly hair sink new room 	n't bathtub did n't want make anymore fuss just wanted settled new room 	asking new room wanted opportunity remedy problem not write positive review.when arrived ny noticed billed credit card minibar did n't use minibar 	called accounting department reversed charges implied n't mistake reverse charges.the hotel beautiful location excellent staff gracious aloof suggestions really decided write review 	understand taking pride property work arrogance unacceptable suggestions improve hotel 	hotel desk accounting department.i stayed 3 5 star hotels 20 countries continents seen hair bathroom charged minibar drinks not consumed 	mistakes not happened housekeeping manager inspect room prior rented 	clearly housekeeping issues general manager hotel needs address 	 ",2
"looks good outside good easily walk plaza americas westin lunch 	trolley stop close head west end dinner 	rooms wide screen hi-def tv 	reviews location correct 	downtown dallas turn areas hotel 	lounge nice pricey thats goes hotels 	rooms facing bus depot entertained numerous birds singing night long 	not la la singing loud screeching 	birds hide trees surround bus depot.no free wireless rooms 	print boarding passes business center staff huffy not paying like check email.i think hotel used serving larger conferences jump 	haliburton having big shindig.the worst thing stay turned night noticed wall 	cockroach 2 inches long 	im not usually queasy picky insects not cockroaches no way sleep room 	called desk didnt want dressed wait respond knocked roach wall phone book beheaded roach trash tried hide 	parts squirmed picked pieces not disturb card flung outside door 	morning card bug pieces understandable wouldnt vacuum night returned room 4pm card gone roach 	stayed checked 	halls not cleaned daily basis 	expect rest stay uncomfortable 	shook clothes kept bag zipped tightly 	spot check walls rest stay regular basis 	snacks reception inside drawer threw away kept imagining roaches eating food out.adams mart set sheraton shortly stay hopefully improve business aspects 	exterminator make sure cleaning schedule followed precisely 	 ",2
"no beverley hills hotel year anniversary husband stay high end hotel 	year stayed beverley hills hotel decided try hotel bel air time 	stellar reviews place named hotels impressed 	wish told following details really helped not make expensive mistake choosing bel air extremely remote location no lobby central areas grounds plants flowers etc.. non-suite rooms located separate building service road facing main road traffic-ish dumpster area no smells just noise 	upgraded best possible non-suite room 	did fireplace super small patio area small table plastic outdoor chairs 	want ask bellman tipped did 	room nicely decorated quite small 	pool nicer pictures website fast weekends 25 	restaurant expensive 	modest room service breakfasts oatmeal fruit eggs coffee 100 day additional charges added 	restaurant good dinner took friends 65 brunch time low point 	food twice cold runny egg whites. 	actually removed 4 brunches 200 bad brunch 4. entire staff start finish edgy me.and really nothing compare thrill beverley hills hotel 	think twice staying spending kind money place wanted drive away really ruined weekend 	 ",2
"buy run hotel december 12 14th 2008the marseilles hotel 17th collins south beach cute property potential unfortunately looks like years neglect profit taking relegated hotel dirty noisy irritating experience.the lobby staffs moses bar concierge guy didn__«_È_ unfriendly bothered having deal customers 	different men older younger reservation desk not worse service representatives.the room decent clean considering age hall way lighting dark dismal 	old fashioned doors locks rooms combined concrete walls long hallways caused door opening closure loudly impersonate jail cell slamming closed incarcerated inmate 	proximately party clubs south beach guests come late midnight morning jail cell door slams constantly reverberate dark discerning hallways 	not expect rest hours.the walls not insulation sound proving greeted constant flood conversation laughter door neighbors.the bathrooms desperate need remodel balcony didn__«_È_ really look safe stand on.all hotels use super park company manage guests parking valet service 	outsourcing service given hotel license not responsible car service 	needless say service completely unacceptable particular checking desk clerk claimed not duty called car reality guy just got queer enjoyment seeing wait knowing plane catch 	money buy place make special worth going staying 	not better just staying door street 	 ",2
"n't hotels website pictures 	hello dissapointed hotel 	rooms need major renovations 	hotel nothing like pictures website 	rooms small beds old squeaky basic amenities 	stay hotel future 	 ",2
"alright guess 	went miami april 29-may 2 2005. standard room double beds 	okay let start sayin 4 cramped little room 	really toooooo small 4 people 	restrooms old really needs upgrade 	not mention toilet overflowed 	n't fooled 	hotel doe n't look like pic internet 	art deco hotels look old like need work 	recommend staying collins ave. ocean drive near 	overall hotel okay did problems got cheap rate 	 ",2
"hotels came n.o 	jan 23-27 2005. standard jacuzzi room street decent price silly room scary place 	room tight recent mechanical fixing doorknob 2ft floor really 6'3 gentleman duck enter 	dark room locked gate n't locked 	went street better 85/night 	told breakfast drinks tea shuttle 	gentleman desk saying words weary uninterested 	bright spark concierge bored 	new room large worn upstairs main building 	in-room safe key lock no security avail 	woman desk said just key 	heater worked 60 85 nothing in-between bathroom tho beautiful exceptionally cold mini-bar alarm type thing 7:30ish morning 10 mins 	let desk know said fix 	interrupted 6-7 times people rattle door no naps maintenance man came 7pm said laundry maintenance man unlicensed broken 	talked 1/2 hr said home shift 10 day fix things 	tea laughable room dark joke san diego women afraid dark just turn lights 	heat water paper cup use teabags boxes plate danish cookies 	shuttle driver did n't know 2 streets quarter mentioned just walked 	mollys usually closed staff missing 	morning 2nd night saw desk clerk no idea wrong room said maintenance guy said come taken care 	breakfast changed hotels 11 maintenance man saw said soon 	 ",2
"not expected 	went dauphine orleans october 2004. suite expecting like saw website 	suite box tiny window overlookinig industrial nola 	carpet frayed ripped 	couches horribly stained 	toilet hardly flushed 	sheets scratchy 	know sounded like snob comment really looking forward luxury boyfriend frankly disappointed 	got sense larger suites courtyard nicer expensive no vacancies n't check 	plus room large 	location great 	staff nice 	met wondereful locals bar nights 	great people 	nice time nola just initial disappointment behinid not stay 	plan trip early choices 	 ",2
"tiny room 	needs updating 	hotel looked good paper 	wanted hotel courtyard pool real new orleans flavor 	not 	room tiny air conditioning could't comfortable 	room musty 	no lobby 2 chairs desk 	pool small courtyard tiny fall pool trying 	n't positive reviewers saw 	maybe nothing compare 	say n't waste great trip place 	 ",2
"not stay unless great deal stayed weekend town business convention 	checking driving 6 hours learned needed credit card reservations booked 	lady desk unhelpful n't think cared sleep street 	long story short making stand check-in desk hour long-distance boss finally given room key 9:30 pm 	room disappointing not sure expecting just better 	room 2 double beds small in- stay 50/night hotel bigger room 	no bathrobes website says 	view parking garage door no balcony 	elevators ran fine entire weekend trying leave monday wait 25 minutes lobby 	morning lobby set table handed coffee pastries price 	hotel charges stay cheaper 	did chance check pool not planning swim just wanted nice n't nice like does n't sun small insulated 	thought like westin hotels view surrounding area 15th floor 	valet people hand nice helpful 	overall n't suggest place hotels immediate area sure better 	 ",2
"conference no stayed jw marriott 5 days past week 	quick note great time new orleans 	years visit wo n't happen again.the good staff topnotch customer oriented.location hotel canal easy getting around.quick check-in check-out.room furnishings nice room kept clean.housekeeping staff excellent room service quick food average best.the bad rooms paper walls 	called desk times 3 4 5 complain no chance sleep 	heard parties rooms just walking halls 24/7.you hear doors opening loud clunk noise closing day/night.the concierge busy wait time 15 30 minutes 	verdict not stay free.thankfully sheraton 30 second walk starbucks better choices couple blocks visit 	 ",2
"charming old hotel stayed nights july 26th 27th.went open mind knowing hotel old 	loved courtyard look exterior buildings.showed room 4 pm told wait 25 minutes room not cleaned 	did not room hour later.found strong odour oil not cooking refined room 	major oil spill mississippi river days previously odour not air outside smell oil room coming 	noticed cobwebs hanging ceiling ceiling fan 	fitted sheets used bed sheets used 	pillows definitely need replaced 	night ask extra set towels washclothes room given towel washcloth despite having double beds room.as poster pointed continental breakfast consisted croissants pastry butter jam coffee orange juice water 	 ",2
"perfect location surprised husband trip new orleans june 2008 booked place d'armes based positive trip advisor reviews 	echo said 	location stellar 	right bourbon street river right jackson square 	able easily walk 	best hotel 	price decent 	breakfast consisted coffee oj options store-bought pastries 	good save bucks better walk cafe du monde blocks away 	not book free breakfast 	room o-k. not nice pictured website 	did quiet courtyard room nice 	just updated things rooms nicer 	start bedding pretty old getting dingy 	pillows old flat 	definitely character little character updating 	courtyards nice kept hotel pretty relaxed quiet 	did n't use pool did read afternoon 	employees generally extremely helpful gave great recommendations 	problem days scheduled stay got email saying reservation cancelled 	just called day prior confirm reservation cheapest way airport 2 cab 	apparently typo credit card instead calling just cancelled 	thankfully able re-book hotel booked 	 ",2
"great location no window room place d armes best locations french quarter interior room no windows felt dark musty 	outside hotel room hotel character atmosphere 	 ",2
"bit strange- does atmosphere really wanted stay look say unusual wonderful 	read mixed reviews prepared enthusiastic desk reception 	wait 15 minutes earlier issues addressed 	assigned odd rooms building ask bellman directions- none offered 	walked did n't offer help bags 	yes 224 rooms strange narrow stairwell dark dingy barely courtyard view 	room not bad just nice 	clean use upgrades not sure large people use bathroom- area small narrow 	stay ok- nola charm location 	better places 	quiet courtyard fountain thinking raining night 	ca n't good conscience recommend 	 ",2
"thief 	n't leave bags stay nice bag ransacked easter sunday 	checking bags locked room near desk 	returned hotel grab umbrella bags left 	returned bags cab hotel staffer locked bags told care getting luggage loading cab 	thinking nice gave huge tip 	arrived hotel realized bags gone money medication missing luggage 	immediately called hotel tried speak manager told did n't 	woman desk cared 	leads believe happened 	left asked management repond situation 	n't heard 	scams new orleans thing want worry vacation security honor hotel 	addition pay expensive room balcony end room different pictured website 	courtyards plentiful new orleans stay 	 ",2
"reeked tobacco great location arrived busy event period tho reservation advance request non-smoking got big beautiful room reeked old tobacco 	windows did not open air-conditioning ceiling fan did nothing alleviate air quality truly disgusting smoke evident clothing 2 days 	advise non-restricted room sure working window 	great location price right 	 ",2
"wo n't stay frenchmen hotel 	husband party traveling previous poster kjacklpn 	ones room no air conditioning no ceiling fan 	arrived hotel 1 p.m. not 10 a.m. did store luggage hotel office told rooms not ready 	left walked city 3 p.m. check-in 	arrived hotel 3 told rooms no air conditioning air conditioning room leaking 	told repairman contacted probably hour 	aggravated tired driving 8 hours hot felt like room obviously no a/c check day repair evident no called afternoon 	repairman did 	haphazardly got a/c running run cut run cut music festival town no choice better nothing all.our room small bathrooms smaller 	did n't bathroom mirror wall 	not big deal man woman kinda like mirror getting dressed 	asked desk clerk said work got 	room pretty clean floors n't mopped days evident bottoms socks.all not impressed frenchmen hotel 	probably n't stay 	 ",2
"not clean staff does n't care tv remote control n't work asking told like nothing 	moved tv closer bed lot dust furniture 	french type door room barely covered curtain inside room visible truned lights night day throhg space drapes door 	cute breakfast idea big antique table old dining area 	 ",2
"nice staff nice staff good continental breakfast 	great location near french market 	good restaurants walking distance 	room stayed size walk closet 	bathroom extremely tiny hardly water pressure 	large crack door outside room did not close properly 	told larger nicer rooms premises none available time 	suggest considering frenchmen time ask specific questions accomodations 	night room 	 ",2
"high hopes disappointing 	ca n't say place horrendous previous reviewers quite disappointed 	came frosty pennsylvania absolutely loved warmer weather city came small room san carlos 	really not beneficial ca n't adjust temperature particularly warm air comes vent 	yes beware hot water pressure changes sign odd reminded college dorms 	sheets somewhat stained bathroom floor dirty 	major issue hear going rooms 	sleep n't easy achieve beginning change hotesl hyatt 	continental breakfast nice pricey hyatt did n't offer 	 ",2
"cow hollow run down/rude desk stayed cow hollow years 	past years really gone hill 	service desk horrible 	just right rude 	ask specific backside room king etc. say honor 	time ignored.also street noise increasingly horrible 	noise machine did not help time.i looking trip 	bad used better job 	rooms rundown 	desks no lamps bathtubs no stoppers 	price good not worth tired exasperated trip 	 ",2
"disappointed 	friend tried hotels sf excited try diva alluring website good reviews site 	compared hotels price range say diva falls short 	arrived hotel told upgraded 	reserved double instead got king bed 	corrected discount 219 149 cot 	honestly think room got overall ambiance hotel warrant prices 90- 129 range 	room smallish tiny tiny bathroom 	smelled cigarette smoke non-smoking floor 	desk personnel stiff slow 	forever make adjustment 	beds comfortable 	room faced geary noisy night 	heard lots ambulances/traffic 2 a.m. nice touch colobri mexican restaurant door 	enjoyed margaritas guacamole chatting bartender 	hotel price cheaper gotten reserved satisfied 	decided not return 	 ",2
"just n't impressed just completed 13-night stay san francisco business 	original reasons decided stay diva 10,000 frequent flier miles airline offering stay free wireless internet service offer rooms laptop 	internet nice convenient happy tons airline miles hotel left lot desired 	floors creak like n't believe neighbor takes shower 6 sounds like loud freight train making impossibile sleep 	speaking 6 mention morning gave unrequested wake-up 6 saturday 	saturday 	morning able sleep screwed 	room entire hotel really strange odor really went away time tv far fewer channels practically hotel stayed before.the excercise room okay 	nothing special needed treadmill stairmaster ca n't complain 	mentioned in-room wireless internet nice sure did break bunch twice day 	running hour later inconvenience 	mention room pretty quiet creaky floors loud pipes gave room faced courtyard instead geary street heard really loud room facing street definitely mind decide stay here.the reason hotel 2 dots 5 instead 1 free internet decent location 	hotel needs major overhaul seriously doubt stay no matter miles airline offers 	 ",2
"curate egg accepting centrally located elderly hotels san francisco going operate space constraints hotel huge problem 	small elevator not actually used room service maids share ride virtually needs come hotel.the location means daylight premium hotel general lack direct light amplified earthy coloured decor presumably style sought 	particularly pronounced stairs 	no natural light artificial light not overly bright laid brown striped carpet makes difficult edge stair tread 	elevator problem making recourse stairs descent floors frequent usual occurrence particular care taken.the room whilst generously proportioned quiet lacked daylight not brightly lit artificially 	bit depressing 	bathroom/ shower good old building 	lack coffee/ tea making facilities not helpful particularly bar served dreadful coffee did n't dare ask tea helpful overly commission motivated no help cases 	location good 	 ",2
"noisy average hotel thought did homework planning sf 4 night stay chose wrong hotel wrong area.of course n't hotel fault n't expected area noisy/touristy single-paned windows checking politely requested quiet room 	given room far end hallway usually good choice 706 direct view cable car tracks powell 	night sleepless general street noise/sirens cable cars ready change hotels 	instead asked moved quieter room opposite hotel did help 	noise level street hallways/other rooms older property.both rooms quaint older hotel style size expected nicely decorated 	bathrooms clean 	shower did come expected older property.there good restaurants walking distance.we beds quite comfortable 	liked blanket enfolded second sheet touched got nasty other-people-have-slept-here-and-touched-this feel.the staff not exceptionally friendly courteous 	did pour wine freely friendly nightly reception breakfast expected continental fare bagels fruit yogurt 	oh make-it-yourself waffles.all stayed union square area choose chain hotel good soundproofing 	 ",2
"closet sized rooms good location stayed sept 2003. photos not entirely correct 	thought viewing pictures getting nice comfy victorian room 	given room size closet horrible view door building roof 	noisy n't room door open 	bathroom ity bity 	okay place stay night planning making vacation hotel want look 	plus trolly line block away literally 3 blocks shops union square 	just beware small closet rooms 	oh parking 30 block 	better unload stuff hand holding roller suitcase dear life hills 	 ",2
"underwhelming no reason stay stayed clift hotel onsite wedding 	night stay.overall pretty underwhelming experience 	expected room bathroom small 	bathroom little countertop space shower pressure uneven 	room limited space king sized bed 	modern design just felt dated 	bed comfortable 	average number tv channels 	noise problem 	hear music room nights 	did n't like having present key hotel night 	bar packed wanted hang decided skip 	btw did couple free cocktail coupons check-in.in summary pretty dated hotel fails hip 	n't stay unless 	prefer st. regis seasons sure 	 ",2
"miffed clift big beautiful room breathtaking view that__«_È_ it.this hotel__«_È_ completely inattentive unprofessional staff dampened vacation spirits 	feeling like guest clift boyfriend felt like imposing unwelcome.yes redwood room amazing 	yes asia cuba serves unique fare staff just cool school__« completely uninterested making guest feel comfortable home good wasted.with choices today customer service utmost importance apparently clift just doesn__«_È_ 	spend money unless course enjoy treated like dirt 	 ",2
"shame hotel wasnt good restaurant 	arrived clift late afternoon struggle luggage 3 bags 	reception staff unhelpful uninterested 	eventually managed sorted shown room 9th floor 	room suite tried make separate living room putting curtain inbetween bedroom living room 	bathroom tiny dirty 	stayed mum unfortunatley night didnt feel suffering bad foot 	decided phone reception ask doctor come hotel told ther wasnt local receptionist closest told phone 	eventually decided hospital just safe 	came hospital evening doormen talking girls outside let 	following night ate hotel restaurant aisa cuba fantastic 	think hotel intrest restaurant bar 	end day sleeping ignored wouldnt stay 	 ",2
"looks no brains stayed clift twice times experience mixed 	hotel looks great clean cool lines high ceilings big windows comfortable beds 	standard room pretty small 	stayed corner room suit nights room glamour filled light good views 	service poor spotty indifferent 	staff desk overburdened phone calls handling guests harried rushed not warm 	dollars night bedroom suit expect kind service 	ritz-carlton covered chintz great service absense good service appreciate staff warm exhibit modicum charm beautiful hotel.i say best way hotel like beautiful girl party nothing say 	 ",2
"worthless usually stay campton place decided clift try change scenery 	service not level hotel purports high level 	rooms decent 	food bad 	n't available porter bags 	concierge gave inaccurate information missed breakfast 	n't 	return campton place level service high food great 	 ",2
"tired worn stayed kensington park hotel 19/01/08 4 nights 	hotel reasonable area financial district hotel tired worn given described refurbished room 	carpet room situated 12th floor dirty heating looked worked like ark did not warm room slightest 	windows extremely draughty housekeeping noisy early morning talking loudly outside room displaying not disturb sign door 	paid 130 night not use hotel 	tour alcatraz highlight stay visit san fransisco 	book direct alcatraz tours pier 33 near fishermans wharf save lot booking tour company 	 ",2
"nice rooms stayed room 310 lovely king fireplace 	room bathroom excellent spacious overlooking street 	hasten add room reserved number not available desk clerk assigned inferior room 	refusing room upgraded terrific room 310. continental breakfast cheap relatively tasty nice setting 	locale hotel convenient japantown not great walking neighborhood 	concierge roberto peach true professional helping needed excellent knowledge city 	problems property result desk staff 	issues came stay:1 sent package usps express mail called times insure aware arrival 	called arrived told turned away 	human error blamed mispelled registration concluded intended recipient n't staying hotel 	reasonable n't called times alert package 	express packages did expect 	add insult injury guy turned away people spoke 	manager did good job obtaining package prior arrival phone calls missed important business package 	file ineptitude.2 party college age men began night room floors total property 	music rowdy behaviour 	let 11pm began calling night manager.he said check 	hour later no change says sent n't know going 	implore 	1 hour later no change 	says tell 	no results lie awake 4am checkout early flight 	desk question night manager says group watching movie got excited certain parts 	guests asked 	told quiet replied 	replied n't good responsibility lets group people room does nothing consequenses.no response night manager continues busy work checkout 	simply stated not pay night owed apology 	reply n't disturbed you. 	asked general manager day received 	received mail 10 days later credited night.in summary lovely rooms bush league desk management 	lost night sleep kind service not look city scores hotels 	 ",2
"okay not choice stayed white swan petite auberge sister property past not years 	quite disappointed recent stay especially compared stay 4 sisters inn.the staff varied indifferent excellent 	room attractive dusty bathroom especially corners towel bars etc. 	turndown service 3 nights 	noisy bed sagged middle.the morning breakfast good not like used 	time stay 	 ",2
"overrated okay hotel bit overrated tripadvisor 	room okay fireplace not working asked fix got fixed stay 	no bath tub just shower 	breakfast alright better breakfast holiday inn not good bed breakfast 	elevator terrible old forgot close door did n't shut automatically nobody use elevator 	times use stairs room floor.we switched different hotel commodore days 	 ",2
"better good hotel looks alexis magnificent decor stayed n't help notice basics overlooked 	firstly shower pitiful power barely got wet weakness pressure temperature lukewarm 	secondly horrible throwback overpriced mini-bar n't hiding cupboard right middle desk means staying exuberant child better hide sweets laced big 	plus staff friendly helpful 	 ",2
"funky smell not decor not kimpton standards great location 	paid unbelievable 329 orbitz jacuzzi suite room told join office business 	rooms saw addition excessively large sparsely appointed 	12 ft. ceilngs altar like presentation jacuzzi chairs desk bed extent furnishings 	like having raquteball court room chair end tv 	oddities not clean despite pestered day night cleaning staff wanting refill beverage caddy just needed 	word bathroom jacuzzi shower 	hair.hair funky smell felt like staying guesthouse graceland 1977. needs updating.i love kimpton hotels unlike stayed 	 ",2
"did not like beijing dongjiaominxiang hotel apparently ordinary hotel bed 	beds appear box spring mattress nor type padding help experience 	avoid hotel possible 	room did not meet standards cleanliness.only plus location 	walk tianenmen square major modern shopping center nearby 	crave fast food nearby mcdonalds.included breakfast okay ordinary 	cafe floor okay food ran hamburders ordered finished salad 	not dependable.chinese restaurant second floor pretty offers delicacies donkey frog meat 	popular chinese did not try 	 ",2
"star hotel hotel fortunate star 	stars great location breakfast came package 	beds hard 	just time leave night six-day stay toilet not flushing 	pipes sink gave way came apart faucet running 	luckily managed remedy situation calling housekeeping 	hear bathroom used door room 	personnel desk need better trained deal non-chinese speaking guests 	thought olympics corner service improved time 	hotel supplied slippers able walk barefoot dirty carpet 	like asian hotels supplies decent toiletry amenities 	think brought towels use 	need buy bottled water nearby small grocery store 	hotel charged outrageous price bottled water 	conclusion paid 	 ",2
"fuss 	not sure hotel generates overwhelmingly positive reviews does.i arrived late night 11pm told n't booking reservation confirmation number clear day 	revenue manager able dig booking not morning sign guarantee pay rates just case asked morning 	rates double rate paying little worried did n't sleep well.next morning person spoke said sorted problem 	relief told happened people did n't appreciate having sign piece paper night policy.in addition four-minute upstate ny cost 30 	know hotels add surcharge n't believe it.as room view construction site 11pm tired ask room day 	room sized dark not light came indoor lights weak 	squeezed corner amenities room constantly opening closing 	make sure got suitable room view light 	bed comfortable.the airy gym good free fruit drinks towels shower facilities.midtown location excellent just minutes away moma rockefeller center major subway stops.so service n't good location excellent hotel paying underwhelming 	 ",2
"great hotel bad business practices 	recieved email omni 17 special stay night second night complimentary promotion 	promotion booked omni website got confirmation omni hotel night second night complimentary 	called hotel night verify rate told rate good-one night 287.10 second night complimentary 	called 21 spoke marisol verified confirmed rate reservation 	called 25 spoke tony verified confirmed rate reservation 	checked family 26th verified confirmed rate clerk checked 	verified rate 287.10 night second night complimentary 	checked wonderful time nyc.the morning checked recieved charged 287.10 night stayed stayed 2 nights 	immediately questioned desk said 	no did went desk handed chat assistant office manager 	chat showed paperwork verified confiirmed rate complimentary night said needed check 	promised 31 did n't 	called told n't chance research 	called june 1 2 nights showed statement referred catherine omni revenue officer 	catherine tried insist did n't make reservation website tried say desk clerk told 287.10 night 	told clerk said no thing husband standing right heard 	pointed 4 times confirmed rate reservations checked verified 	said me.in short feel bait switch occurred taking coprorate offices 	aware copies makes notes spoke 	come handy 	 ",2
"good not no 1 	booked casablanca strength reviews trip advisor 	booked super deluxe room 	arrive d late afternoon flight uk 	room hotel incredibly small noisy-we mentioned desk way late dinner suggested closed window air conditioning unit 	realised return dinner casablanca surrounded huge construction site- suffered later sleep constantly interrupted sound trucks reversing construction site.. spoke desk morning agreed hotel 	quieter room altho air noisy no bigger bed squishy cheap linen.the big positives really friendly staff ricks cafe grab simple breakfast return hards days sightseeing coffee/tea cookies highlight day wine 5.00pm 8.00pm.not make return casablanca trip.have mention fantastic experience flying silverjet uk newark-the service far exceeds experienced ba club class virgin upper class 	best airline food 	want fly silverjet future new york dubai 	 ",2
"dont stay welcome 	stayed 3 nights excellent staff friendly excellent service 	left went dc 4 nights 	return experience totaly different 	day checking evening flight uk wanted change clothes wash. staff not happy came bathroom check doing constantly watching 	felt wanted make sure did not wine nibbles served evening no longer guests 	obvious atmosphere 	appears petty hotel prides level service 	left said goodbye reception no reply gentleman did not look desk 	feel unwelcome not recommend hotel service not genuine 	look botique hotel 	 ",2
