txt,rating,score_tag,agreement,subjectivity,confidence,irony,anger,joy,fear,sadness,surprise
n't melia definetely not 4 5 star resort ,1,NEU,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.172740861773491,0.195923075079918,0.055144712328911,0.418149590492249,0.158041745424271
melia sucks big ,1,N,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.791428923606873,0.015561717562378,0.075649298727512,0.113247521221638,0.004112539812922
hated ,1,NEU,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.22313991189003,0.089374847710133,0.170648127794266,0.377293080091476,0.139544069766998
horrible stay melia caribe tropical punta cana dr just returned fro melia caribe tropical punta cana ,1,N,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.48369973897934,0.09127938747406,0.109571889042854,0.309585869312286,0.005863068625331
travel agent review travel dominican republic regardless stay need understand area not tourist attraction long ,1,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.475660502910614,0.119093157351017,0.068363815546036,0.301573663949966,0.035308808088303
family including infant stayed meila tropical november 2004. group 16 people 2 getting married resort ,1,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.337487518787384,0.141160249710083,0.04953857883811,0.315472722053528,0.156340971589088
n't recommend ,1,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.310344874858856,0.117514431476593,0.070612013339996,0.487208098173142,0.014320542104542
wanted r e f u n d ,1,N,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.359795331954956,0.140714198350906,0.164652481675148,0.33173406124115,0.003103923052549
like robbed place 5 mins hotel broken safe stolen ,1,N+,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.563463389873505,0.019434349611402,0.051711589097977,0.350792050361633,0.014598627574742
n't melia ,1,P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.373778223991394,0.118275068700314,0.124401390552521,0.361808478832245,0.021736843511462
n't stay melia caribe tropical stayed melia caribe tropical resort punta cana june 22nd 28th 2002. room caribe 3125. terrible vacation experience resort ,1,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.544314622879028,0.063264474272728,0.092431500554085,0.288942009210587,0.011047420091927
group 10 people celebrate grandparents 75th birthday ,1,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.637567162513733,0.060910936444998,0.040432970970869,0.208897769451141,0.052191112190485
sick enjoy apparently food posioning bug going resort ,1,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.203281909227371,0.486971795558929,0.036882217973471,0.156959623098373,0.115904420614243
parents read booking travelling internationally extensively 27 years 34 earth visited caribbean 14 times experience ,1,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.173866868019104,0.219817996025085,0.134124606847763,0.422024726867676,0.050165843218565
carefull make reservation ,1,P,AGREEMENT,OBJECTIVE,82,IRONIC,0.537676572799683,0.054461948573589,0.238093227148056,0.164055913686752,0.005712303798646
terrible experience say extremely disappointed marriott property ,1,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.198224619030952,0.0576591193676,0.085576757788658,0.600344777107239,0.058194700628519
poor service hotel somewhat old certainly not worth cost ,1,NEU,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.629154324531555,0.01382477581501,0.106942936778069,0.197612911462784,0.052465073764324
not good ,1,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.557045578956604,0.033449240028858,0.0620834864676,0.329133749008179,0.018287908285856
overated overpriced company assigns hotel employees no choice endure brief numerous overnights caribe ,1,P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.704992651939392,0.060615193098784,0.035729520022869,0.177592605352402,0.021070035174489
overpriced moldy musty hotel excited going puerto rico durring winter ,1,P,DISAGREEMENT,SUBJECTIVE,71,IRONIC,0.722860813140869,0.055225525051355,0.044611401855946,0.146851688623428,0.030450643971562
not good place carribe hilton business conference jan 22-27 2006 not good experience ,1,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.712359488010407,0.073075592517853,0.073145233094692,0.115807265043259,0.025612413883209
skip just returned puerto rico inform going skip hotel ,1,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.008045141585171,0.796831846237183,0.041418798267841,0.037177432328463,0.11652672290802
hilton family tend hotels ,1,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.597460031509399,0.028849806636572,0.036529164761305,0.309306412935257,0.02785462141037
hotel horrible ,1,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.432686597108841,0.156915381550789,0.076162055134773,0.274458527565002,0.059777513146401
worst hampton america hilton hhonors diamond member 100 stays year hilton hotels hotel worst hotel stayed place like 1960 beds horrible staff attitude conflictive hotel priced 59 night not 189 ,1,N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.228466361761093,0.048852119594812,0.055932246148586,0.659940838813782,0.006808401085436
impresion desk worst november 8 2008 arrived condado plaza 6:15pm ,1,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.484041690826416,0.046142131090164,0.109416097402573,0.242961183190346,0.117438837885857
not worth price hotel expensive offer ,1,P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.490877866744995,0.142674133181572,0.038024112582207,0.280947864055634,0.047476038336754
word unpleasant extremely disappointed hotel staff left feeling utterly unwelcome ,1,NEU,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.460087686777115,0.059309851378203,0.029788013547659,0.348789930343628,0.102024495601654
not stay stayed group people ,1,N,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.426728248596191,0.008009379729629,0.013267654925585,0.531936407089233,0.020058296620846
id stay motel 4 star ,1,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.598142683506012,0.047735508531332,0.059452973306179,0.272641628980637,0.022027218714357
hole wall great cruise princess wanted relax san juan 3 days ,1,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.57087516784668,0.169459030032158,0.080022141337395,0.160406708717346,0.019236942753196
disgrace called wyndham hotel worse vacation experienced expensive ,1,N,AGREEMENT,SUBJECTIVE,82,IRONIC,0.141882359981537,0.07868754118681,0.057244170457125,0.375600218772888,0.346585690975189
careful booked hotel hotels ,1,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.460303902626038,0.045968715101481,0.101932816207409,0.369558751583099,0.022235825657845
bad spa 7 days spent huge family 30+guests things stolen rooms jewelry ,1,N+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.423284292221069,0.037570666521788,0.136029407382011,0.313733279705048,0.08938230574131
overpriced intercontinental positive friendly staff free wireless internet connection negatives food swimming pool mediocre french fries not tasty plastic fork knife 4 star hotel ,1,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.368615746498108,0.071399115025997,0.063274264335632,0.453947067260742,0.042763832956553
horrible service horrible casino horrible hotel intercontinental san juan worst experience ,1,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.561962187290192,0.011739289388061,0.026306662708521,0.389832437038422,0.010159461759031
"not worth free just returned 2 days stay using starpoints 	just wasted 14,000 starpoints 	definitely worse sheraton stayed 	staff unfriendly did n't smile 	furniture carpet etc.. extremely worn 	room got small window like cubby hole 	room faced parking lot 	night long honking car alarms parking lot 	extremely crowded cruise ship passengers 	avoid cost 	used wyndham hotel 	 ",1,N,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.623645663261414,0.073078617453575,0.04114306718111,0.254505336284637,0.007627297658473
terrible place stay ,1,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.631479382514954,0.016187224537134,0.033578217029572,0.311031132936478,0.007724041584879
n't wait leave reading reviews priceline hotwire hotel users getting stuck terrible rooms nice hotels san juan decided bite bullet pay 380 small rooms old san juan ,1,N+,AGREEMENT,SUBJECTIVE,90,IRONIC,0.662186861038208,0.067280910909176,0.075160197913647,0.185451880097389,0.00992012117058
hated place start ,1,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.30493101477623,0.09718307107687,0.024381581693888,0.440953999757767,0.132550358772278
let know hate americans minute entered hotel sinking feeling ,1,N,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.292601466178894,0.331000745296478,0.072741314768791,0.209243386983871,0.094413071870804
words ,1,N,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.172555953264236,0.039346911013126,0.077847227454186,0.700375020503998,0.009874913841486
love ,1,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.057983741164208,0.704274713993073,0.059230268001556,0.127419158816338,0.051092173904181
butlins bavarro looking good hotel not ,1,N,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.308875411748886,0.064112581312656,0.066318601369858,0.535357713699341,0.02533576451242
food poisoning riu bambu ruined trip sister recently stayed 5 nights riu bambu ,1,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.635077357292175,0.056722167879343,0.110320195555687,0.187230914831162,0.010649334639311
terrible overbooked hotel stay ,1,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.730515122413635,0.003719178959727,0.094434149563313,0.167947798967361,0.003383761504665
just returned second trip punta cana years ,1,P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.445992648601532,0.120815522968769,0.104862682521343,0.311804115772247,0.016525054350495
horrible avoid costs bummer looked great website decent good reviews trip advisor arrived knew immediately huge mistake ,1,N+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.150798857212067,0.303297311067581,0.093027152121067,0.428114145994186,0.024762505665422
pay stay home suppsoe honeymoon ya right peice luggage lost hotel suppose jaquzzi suite stuck standard room tell room trashed people told sales department booked ,1,N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.600595355033875,0.015534644946456,0.032772533595562,0.345881074666977,0.00521635171026
riu place macao..yuck ,1,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.50279700756073,0.051831018179655,0.082419455051422,0.344362705945969,0.018589843064547
kidding ,1,N,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.295578211545944,0.237684071063995,0.129378035664558,0.276122570037842,0.061237059533596
n't speak spanish n't writing becuase people know language barrier hotel ,1,N,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.569981098175049,0.019172156229615,0.049798768013716,0.340876996517181,0.020171063020825
sorry outdated boring moment walked lobby thought sure does n't look like visual tour saw internet ,1,N,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.396044194698334,0.007646104320884,0.020205849781633,0.563636839389801,0.012467001564801
riu really ,1,NEU,DISAGREEMENT,SUBJECTIVE,81,IRONIC,0.611905694007874,0.064434036612511,0.037224102765322,0.264495611190796,0.021940579637885
not recomend not star hotel thomson 3+ like 2 star lower food bland stomach problems 2 days returning home not lot atmasphere entertainment disapointing cockroaches food sister hotel naibor holiday hell ill 12 days 14 days not able water ,1,NEU,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.326860755681992,0.13439467549324,0.179664954543114,0.332847416400909,0.02623220346868
dominican difficulty punta cana ,1,P,DISAGREEMENT,SUBJECTIVE,89,NONIRONIC,0.42851322889328,0.049538649618626,0.113211885094643,0.387510240077972,0.021226016804576
beware food water service riu tiano experienced awful vacation resort january 3 january 10 2005. group 20 women basically ended kind illness ,1,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.411804437637329,0.105021469295025,0.044971235096455,0.368520081043243,0.069682754576206
like 2-1/2 star hotel grounds beach nice ,1,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.506788611412048,0.115497469902039,0.055510520935059,0.274120390415192,0.048083007335663
hospitalized days know pay ,1,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.448406517505646,0.054504860192537,0.168013527989387,0.325769364833832,0.003305760445073
stay better went natura park 5 days girlfriends ,1,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.368214011192322,0.041620392352343,0.077347502112389,0.495422065258026,0.017396043986082
natura park vacation hell ,1,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.547570288181305,0.099223092198372,0.09575080871582,0.197779446840286,0.059676393866539
horror ,1,P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.538033545017242,0.054901588708162,0.041038807481527,0.346897274255753,0.019128790125251
horrible ,1,N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.529520511627197,0.078196845948696,0.029303580522537,0.318887323141098,0.044091712683439
risk ,1,P,DISAGREEMENT,SUBJECTIVE,81,IRONIC,0.55459326505661,0.117431282997131,0.170847699046135,0.143342524766922,0.013785257004202
warm weather cold shoulder husband vacations far worst ,1,N,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.51747190952301,0.024441357702017,0.027937538921833,0.414393484592438,0.01575574837625
ponce hilton- not cracked ,1,P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.427905172109604,0.160394489765167,0.162309631705284,0.21066814661026,0.038722600787878
poor customer service poor customer service not respond follow emails reserved parking space given away ,1,N+,AGREEMENT,OBJECTIVE,92,NONIRONIC,0.842400431632996,0.001978514017537,0.006407720036805,0.139231860637665,0.009981461800635
small expensive room given small small people not fit bathroom partner petite.the room fit size bed appeared like single barely fit luggage ,1,NEU,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.651382565498352,0.021330343559384,0.032949812710285,0.261651396751404,0.032685849815607
awful experience hostel older second experience staying wind chimes inn ,1,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.346377700567245,0.250657498836517,0.081777572631836,0.287406861782074,0.033780340105295
not calustraphobic chose inn travel guide wonderful charming ambience described ,1,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.665209710597992,0.053192336112261,0.046732652932406,0.188023909926415,0.046841390430927
dump ,1,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.451529532670975,0.132133468985558,0.06012823432684,0.302567481994629,0.053641259670258
rude ,1,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.568520784378052,0.027401940897107,0.021261606365442,0.370114713907242,0.012700953520835
stay away ,1,P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.204146206378937,0.094564594328404,0.04004018008709,0.602209568023682,0.059039440006018
thank goodness husband slept ,1,NEU,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.408581227064133,0.130514234304428,0.075722463428974,0.373639166355133,0.011542903259397
complete disaster old shaby dirty stange odours coffee shop restaurant bar ,1,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.556100487709045,0.054620407521725,0.092775858938694,0.274059981107712,0.022443257272244
place pretty bad ,1,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.853936910629272,0.006914367433637,0.018773954361677,0.117260105907917,0.003114619990811
holiday inn express condado hotel unfriendly unprofessional ,1,N,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.277748018503189,0.264876395463943,0.075308799743652,0.353114128112793,0.028952684253454
overpriced bland ,1,P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.055760070681572,0.431694597005844,0.009734909981489,0.110230006277561,0.392580419778824
rooms windows rooms hotel milano no windows ,1,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.34944212436676,0.111959367990494,0.066857166588307,0.328577190637588,0.143164128065109
disco room thing good place location price ,1,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.589393198490143,0.096557691693306,0.060304455459118,0.241971254348755,0.011773416772485
tourists stay away bad address unless want rock concert right room stay away.it thursday night not holiday just ordinary day ,1,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.500704646110535,0.057615425437689,0.177790641784668,0.235861390829086,0.028027839958668
left hotel sick awakened ill heavy sewer smell room ,1,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.587933838367462,0.055698644369841,0.187250137329102,0.15528878569603,0.013828562572599
simply awful ,1,N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.506120383739471,0.014067573472858,0.07766917347908,0.396682441234589,0.005460398737341
great hotel poor managment terrible experience local stayed hotel times past years 2007 great hotel stay ,1,NEU,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.256788045167923,0.091023169457913,0.057261407375336,0.530781149864197,0.064146183431149
true nightmare n't stay want peace not stay hotel want peace quiet ,1,N+,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.651715815067291,0.036530051380396,0.049953654408455,0.230116158723831,0.031684283167124
bed bugs stayed hotel past weekend ,1,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.788684725761414,0.013963758014143,0.031458213925362,0.148145467042923,0.017747826874256
"worst customer service- not worth staying 	puerto rican stayed locations island 	hotel good night life 	stay just night room service terrible lucky clean room time shower dinner 	spent day pool room service n't way room 4:00pm new towels unacceptable 	service pool nothing desired 	cabana fully staffed people making way pool area accommodating guests does n't happen 	ordered food day took hour 	day ran water took 45 minutes 	time want drink/food order staff just stand talk other.every morning ate breakfast hotel- tip leave hotel places walking distance safe 	flag waiter just let sit 30 minutes children coming order 	place order expect wait 45 minutes ridiculously slow oh forget internet connection worst 	10 minutes email open send slowest like best staying brother gave credit card details booked hotel 	checked credit card details temporarily showed 	brother checked gave staff credit card details assured final charged 	triple checked desk times final payment charged card 	checking loading car suitcases 	sign credit card authorize 1,600 	incompetent negligent people 	called hotel refund card sort error unapologetic told week review 	illegal spent time talking guests hotel felt equally disappointed lack accommodation helpfulness hotel staff.you spent millions renovations outside people coming service 	say past highly recommended hotel know embarrassed poor quality management staff given price people pay stay 	not competition past hotels area getting renovated suggest train staff properly 	people islands better service 	 ",1,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.739765048027039,0.014998008497059,0.057564094662666,0.16801717877388,0.019655672833324
not stay ,1,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.366602063179016,0.049836307764053,0.054889388382435,0.491448402404785,0.037223838269711
stayed 2003 service rooms ok ignored recent reviews ,1,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.529224574565887,0.062028743326664,0.10543754696846,0.21678738296032,0.086521737277508
security staff control control staff caused inexcusable scene pool second day stay ,1,N,AGREEMENT,SUBJECTIVE,87,IRONIC,0.188718885183334,0.106812939047813,0.083295620977879,0.504880785942078,0.116291776299477
terrible service overall disappointing rooms hotel dirty run-down ,1,N,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.381772428750992,0.026224067434669,0.008514434099197,0.148380473256111,0.435108572244644
horrible rooms husband stayed wyndham el san juan 8/12 ,1,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.327674329280853,0.125782772898674,0.053442470729351,0.326183557510376,0.166916847229004
abysmal service el san juan reservations wyndham el san juan phone 2/19-2/22 ,1,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.58816385269165,0.046844571828842,0.090849779546261,0.259149551391602,0.014992283657193
anniversary surprise ,1,P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.197171479463577,0.265050023794174,0.070245631039143,0.226753517985344,0.240779355168343
place place ,1,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.630675256252289,0.070780009031296,0.027007333934307,0.265274345874786,0.006263067480177
taking expensive chance stayed 9 nights draycott month ago.i really say regret not stay nor recommend ,1,NEU,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.477524638175964,0.066275306046009,0.103431306779385,0.323465913534164,0.029302855953574
hurry leave ,1,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.370725095272064,0.021929953247309,0.12003967165947,0.485433131456375,0.001872131018899
stayed room 62 told flagship suite hotel june 15-17 2006 based experiences star hotels hyatts marriotts disappointed property ,1,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.495057046413422,0.090368859469891,0.040759615600109,0.250909030437469,0.122905418276787
not business ,1,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.485697269439697,0.046128034591675,0.048156581819058,0.362536758184433,0.057481341063976
worst ,1,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.475106656551361,0.034539751708508,0.105530045926571,0.367437481880188,0.017386056482792
wrongfully charged room cancelled early fully refundable reservation stay hotel pulitzer travel agent travel agent cancel reservation couple months arrival date better deal ,1,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.328097730875015,0.090070605278015,0.08392097055912,0.397856026887894,0.100054621696472
disappointing service stayed westin week july ,1,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.723944187164306,0.019186049699783,0.03328812122345,0.193268150091171,0.030313555151224
oh dear positive staff exception superb friendly helpful courteous ,1,P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.617802560329437,0.051001783460379,0.069239161908627,0.241972714662552,0.019983762875199
disappointing n't waste money booked hotel husband went cruise disappointed ,1,N,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.135118156671524,0.434030890464783,0.068956226110458,0.307789981365204,0.054104745388031
disappointed hotel just returned celebration break away 5* majestic hotel ,1,N,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.673212826251983,0.040659751743078,0.039076413959265,0.229924350976944,0.017126657068729
hotel best star hotel 5 star price ordered superior room nights late 2005 majestic assuming hotel really 5 star hotel ,1,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.308815151453018,0.167312890291214,0.048677865415812,0.326873779296875,0.148320317268372
horrible ritz certainly not 5-star hotel nor leading hotel world ,1,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.351150691509247,0.114613026380539,0.047029376029968,0.449766308069229,0.037440568208695
gorgeous stupid pity beautifully designed hotel let rot away filth dim staff ,1,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.655885577201843,0.053920473903418,0.074963815510273,0.196061447262764,0.019168747588992
sad excuse hotel place past ,1,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.110829316079617,0.078765980899334,0.06882506608963,0.249503508210182,0.492076128721237
lugage stolen room beware partner decided stay dylan hotel weekend fantastic reviews hotel ,1,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.529149234294891,0.074024885892868,0.059993822127581,0.270822584629059,0.066009521484375
stay reservation sister hotel regencia colon arrived 1 regencia said overbooked transferring star colon ,1,NEU,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.484562158584595,0.046083591878414,0.046922385692597,0.3950514793396,0.027380427345634
reading reviews felt hotel colon ideal sadly wrong met rude hotel staff life hotel room looked old smelt hear time people went toilet ,1,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.734116911888123,0.011680227704346,0.019329711794853,0.195498749613762,0.039374370127916
2 star hotel 4 star rating room filthy huge spots carpeting ,1,N,DISAGREEMENT,SUBJECTIVE,82,NONIRONIC,0.272760272026062,0.130918651819229,0.089937262237072,0.417695164680481,0.088688671588898
ok nothing special charge diamond member hilton decided chain shot 20th anniversary seattle ,2,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.284860819578171,0.271057456731796,0.159327477216721,0.23052766919136,0.054226581007242
poor value stayed monaco seattle july ,2,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.039611171931028,0.091272510588169,0.024636009708047,0.198896706104279,0.645583629608154
disappointed say anticipating stay hotel monaco based reviews seen tripadvisor ,2,N,DISAGREEMENT,SUBJECTIVE,81,IRONIC,0.629591703414917,0.043421365320683,0.076579116284847,0.219415485858917,0.030992362648249
great location need internally upgrade advantage north end downtown seattle great restaurants nearby good prices ,2,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.223605275154114,0.1650680154562,0.054197184741497,0.465945780277252,0.091183707118034
good location poor cleanliness warwick hotel great location seattle ,2,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.132504373788834,0.271218359470367,0.09622572362423,0.375238537788391,0.124813012778759
warwick bad good reviews warwick shocks staff quite rude rooms fairly dirty ,2,N+,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.283534675836563,0.013270560652018,0.040833313018084,0.272071689367294,0.390289753675461
austin powers decor familiar ,2,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.328573942184448,0.071688659489155,0.061955068260431,0.520504117012024,0.017278162762523
great location n't stay long needed place stay seattle prior catching early morning amtrak train portland ,2,P,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.45091125369072,0.033001985400915,0.277799159288406,0.221932619810104,0.016355028375983
disappointed arranging anticipated girl weekend friend escape children excited sleeping night ,2,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.396684497594833,0.133759334683418,0.193291336297989,0.251814663410187,0.024450190365315
seattle crown plaza not worth money got late hotel 1230pm gave away reservation king sized bed travel/business days booked hotel ,2,P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.320943415164947,0.247579753398895,0.05755303055048,0.142269685864449,0.231654167175293
priority award floor ,2,P+,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.56412661075592,0.134857878088951,0.090939573943615,0.150315016508102,0.059760868549347
holiday inn ,2,N,AGREEMENT,SUBJECTIVE,82,IRONIC,0.502031683921814,0.085368551313877,0.043378539383412,0.298021614551544,0.071199581027031
not recommend staying ,2,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.828866839408875,0.003128387732431,0.01677130535245,0.148928537964821,0.002304943744093
good location hotel located ,2,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.379886358976364,0.113107830286026,0.043196059763432,0.322847366333008,0.140962421894074
not designed business stayed 2 nights executive seattle business ,2,P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.410334318876267,0.084505207836628,0.215067118406296,0.247639074921608,0.042454317212105
disappointing ,2,N,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.383964896202087,0.192521438002586,0.104968890547752,0.235538601875305,0.083006158471108
yuck ,2,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.63594925403595,0.017035260796547,0.042520593851805,0.272281527519226,0.032213363796473
enjoyed stay stayed hotel nights ,2,P,AGREEMENT,SUBJECTIVE,90,IRONIC,0.173581585288048,0.191370218992233,0.066744521260262,0.310873627662659,0.257430076599121
happier reservation hotels minute taxes paid 200 room ,2,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.483904719352722,0.126123160123825,0.1538026034832,0.177537173032761,0.05863231420517
bad vibrations short version air conditioning hotel builds harmonic modulating vibration ducts coming basement ,2,P,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.525965809822083,0.055230390280485,0.076139107346535,0.111217729747295,0.231446996331215
checked early wo n't stay room dirty checked food substances carpet ,2,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.535388112068176,0.045937735587359,0.031839150935412,0.351539611816406,0.035295315086842
parking fee stinks ,2,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.490364670753479,0.114884674549103,0.085171699523926,0.290132761001587,0.019446168094874
no miss hotel vanish no miss ,2,NEU,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.611820876598358,0.013231698423624,0.023822641000152,0.324490249156952,0.02663447521627
ok just need clean space sleep just finished 5-night stay comfort suites downtown seattle moved hotel road night heading home ,2,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.14897945523262,0.128041177988052,0.101932659745216,0.497885644435883,0.123161062598228
ok price older hotel somewhat run ,2,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.630444467067719,0.069232702255249,0.173327773809433,0.119512647390366,0.007482381071895
avoid construction/refurbishment completed stayed sheraton seattle day cruise ,2,N,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.453442454338074,0.042766977101565,0.095644988119602,0.369690716266632,0.038454823195934
